brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
VW,Tiguan,2016,Semi-Auto,29491,Diesel,0,46.5,2.1,17606.33
Toyota,C-HR,2008,Manual,53553,Diesel,30,70.5,2.4,10049.36
Audi,A5,2006,Semi-Auto,53271,Hybrid,555,54.3,2.9,17222.17
BMW,3 Series,2008,Manual,48147,Electric,20,53.9,1.6,18133.0
BMW,3 Series,2012,Automatic,94777,Diesel,150,43.2,1.8,20531.85
VW,Touareg,2020,Automatic,11458,Diesel,125,70.5,1.1,21789.66
BMW,5 Series,2015,Automatic,59057,Electric,20,55.9,2.3,27834.35
Audi,Q3,2008,Automatic,47261,Electric,145,27.2,2.7,21462.78
Skoda,Citigo,2016,Manual,38677,Petrol,125,59.0,1.1,13315.52
Toyota,Aygo,2021,Manual,41768,Electric,0,59.9,2.2,22694.02
Mercedes,C Class,2018,Manual,30272,Petrol,20,47.5,2.5,30205.98
Mercedes,A Class,2022,Manual,12533,Hybrid,145,49.7,2.0,34699.97
Skoda,Citigo,2017,Manual,62327,Hybrid,0,76.0,1.8,13779.45
Toyota,Prius,2009,Automatic,55710,Electric,125,42.9,1.4,10484.3
VW,Touareg,2016,Automatic,23160,Petrol,145,31.4,1.7,18328.92
BMW,5 Series,2009,Automatic,43269,Petrol,555,41.2,1.9,20319.59
Toyota,Yaris,2015,Manual,32226,Hybrid,20,68.9,1.7,16320.03
Skoda,Fabia,2006,Manual,76312,Electric,555,68.5,1.9,5545.76
Ford,EcoSport,2017,Manual,33864,Electric,205,55.3,2.0,15768.42
VW,T-Cross,2023,Manual,3121,Diesel,205,78.3,2.4,24639.85
Ford,EcoSport,2019,Semi-Auto,22436,Petrol,30,42.6,1.1,16741.26
VW,T-Roc,2018,Manual,23789,Diesel,145,58.5,1.5,17853.22
Toyota,RAV4,2018,Semi-Auto,17735,Petrol,30,41.6,1.2,19479.57
Vauxhall,Insignia,2020,Automatic,35864,Hybrid,150,37.8,1.0,13870.64
Vauxhall,Astra,2011,Manual,45416,Diesel,125,47.3,1.3,7429.1
Skoda,Fabia,2015,Automatic,37773,Electric,150,25.0,1.8,12760.77
VW,Touareg,2014,Automatic,37166,Electric,20,45.4,2.3,15911.95
Skoda,Kodiaq,2006,Semi-Auto,51387,Diesel,125,51.2,1.0,3661.35
Skoda,Fabia,2007,Manual,48897,Petrol,205,41.7,1.5,6841.14
Audi,Q2,2012,Semi-Auto,54208,Diesel,20,40.7,1.5,19317.29
Audi,A3,2009,Automatic,55604,Hybrid,125,75.0,2.8,22056.21
BMW,5 Series,2007,Semi-Auto,52597,Petrol,555,49.2,2.7,20916.4
VW,Golf,2013,Automatic,35654,Diesel,555,63.6,2.0,17107.37
VW,Golf,2014,Manual,73745,Diesel,30,40.2,1.1,12049.23
Hyundai,i10,2011,Semi-Auto,91855,Petrol,0,54.4,1.5,8995.68
Toyota,Yaris,2014,Manual,52625,Electric,205,45.8,1.5,14045.49
Hyundai,Santa Fe,2015,Semi-Auto,25483,Electric,150,37.7,1.5,11112.37
Ford,Puma,2011,Automatic,45874,Hybrid,30,77.8,1.5,11299.07
Hyundai,Santa Fe,2020,Automatic,17018,Diesel,30,48.3,1.3,19509.06
Ford,Mondeo,2015,Manual,42094,Hybrid,30,75.5,1.1,12050.33
VW,Polo,2015,Manual,47772,Diesel,30,51.4,1.4,13772.57
VW,T-Roc,2010,Manual,41234,Hybrid,205,56.3,1.7,9809.68
Toyota,Land Cruiser,2006,Automatic,55435,Diesel,145,78.6,1.8,11745.19
Skoda,Karoq,2021,Semi-Auto,61087,Petrol,555,30.8,1.7,17188.58
Skoda,Fabia,2007,Automatic,48437,Diesel,150,52.6,1.7,7666.28
Hyundai,i10,2016,Automatic,34217,Diesel,0,39.3,1.4,11615.72
Vauxhall,Mokka,2007,Semi-Auto,50834,Hybrid,20,63.6,1.2,5097.29
Audi,Q3,2007,Semi-Auto,57444,Hybrid,205,61.6,1.7,16891.6
Mercedes,C Class,2019,Semi-Auto,27132,Hybrid,555,44.6,2.9,33377.37
BMW,2 Series,2016,Manual,38823,Diesel,555,74.9,2.7,27460.19
Ford,EcoSport,2018,Automatic,18532,Electric,0,26.1,1.0,14640.09
Hyundai,Ioniq,2014,Manual,32734,Hybrid,150,62.0,1.3,12058.52
VW,Passat,2016,Automatic,37542,Electric,20,58.0,1.9,15917.18
Vauxhall,Grandland X,2017,Manual,75989,Diesel,30,60.8,1.1,12633.29
Vauxhall,Grandland X,2013,Manual,63993,Electric,30,66.3,1.4,8696.23
Vauxhall,Mokka,2023,Manual,16430,Diesel,30,42.2,1.2,17240.49
Hyundai,Ioniq,2015,Semi-Auto,24800,Petrol,145,44.8,1.9,12884.57
Vauxhall,Astra,2008,Semi-Auto,52289,Diesel,145,60.0,1.8,8085.68
Vauxhall,Crossland X,2020,Semi-Auto,39525,Petrol,205,35.0,1.5,14551.39
Toyota,Prius,2016,Semi-Auto,33151,Petrol,205,68.5,1.0,14912.07
Ford,Focus,2022,Manual,6485,Petrol,30,33.1,1.9,22601.78
BMW,4 Series,2021,Semi-Auto,16154,Diesel,555,70.6,2.2,32257.82
Ford,Puma,2013,Automatic,31424,Diesel,0,43.9,1.6,13503.58
Mercedes,GLC Class,2016,Automatic,35160,Electric,0,54.8,2.3,29859.74
Toyota,C-HR,2017,Manual,18485,Hybrid,20,79.5,1.8,17049.29
Ford,Focus,2013,Automatic,37509,Hybrid,145,50.3,1.2,12646.25
VW,Polo,2008,Automatic,56977,Hybrid,150,70.9,2.5,14224.39
BMW,3 Series,2013,Manual,36724,Petrol,125,42.5,1.5,20873.71
Vauxhall,Grandland X,2007,Semi-Auto,84105,Petrol,125,57.0,1.3,2323.59
Toyota,Corolla,2021,Manual,74354,Petrol,150,57.7,2.0,18436.93
Skoda,Karoq,2022,Automatic,40487,Hybrid,20,46.6,1.6,18466.39
Hyundai,Tucson,2023,Manual,11134,Petrol,125,63.4,1.2,17740.72
Toyota,Corolla,2023,Semi-Auto,27212,Diesel,555,55.8,1.7,23460.91
Vauxhall,Crossland X,2016,Automatic,36185,Diesel,20,60.2,1.4,14805.69
Hyundai,Ioniq,2014,Manual,31841,Electric,150,51.8,1.3,12403.09
Hyundai,Ioniq,2022,Manual,28149,Hybrid,30,70.4,1.2,17780.14
Hyundai,i20,2005,Automatic,57789,Electric,0,30.2,1.8,6612.57
Audi,A3,2007,Manual,48052,Diesel,0,50.0,2.2,14297.48
Mercedes,C Class,2010,Automatic,55189,Diesel,30,46.3,2.0,22514.56
BMW,5 Series,2023,Automatic,4166,Petrol,205,63.9,1.6,32286.09
BMW,X3,2013,Semi-Auto,35134,Petrol,20,53.3,2.0,24296.14
Skoda,Superb,2012,Automatic,46106,Petrol,205,52.6,1.4,9594.98
Vauxhall,Insignia,2012,Semi-Auto,39345,Electric,205,26.6,1.2,8310.39
BMW,1 Series,2010,Manual,42719,Electric,30,38.7,1.8,21105.53
Audi,Q2,2021,Semi-Auto,18410,Electric,150,65.3,3.0,32217.54
Vauxhall,Corsa,2016,Semi-Auto,46041,Electric,555,32.1,1.6,11712.39
Vauxhall,Corsa,2008,Manual,112732,Hybrid,555,62.8,1.3,4753.87
Vauxhall,Astra,2010,Automatic,73410,Electric,205,68.5,1.0,6779.75
VW,T-Cross,2018,Automatic,17685,Electric,150,26.6,2.1,18883.78
Vauxhall,Astra,2016,Automatic,23978,Electric,145,46.5,2.0,15333.14
Hyundai,Santa Fe,2011,Semi-Auto,66551,Hybrid,30,57.3,1.3,10355.77
Toyota,Yaris,2009,Semi-Auto,69428,Electric,150,54.6,2.3,14034.59
Toyota,Prius,2013,Automatic,30370,Hybrid,205,64.5,1.8,17606.94
Toyota,RAV4,2013,Automatic,37472,Hybrid,150,68.5,2.5,16823.15
Skoda,Kodiaq,2012,Semi-Auto,56292,Electric,0,63.9,1.9,12743.1
Ford,Kuga,2005,Semi-Auto,85448,Diesel,0,42.6,1.4,3580.03
VW,Passat,2013,Automatic,32251,Electric,145,35.2,1.5,14494.07
Skoda,Citigo,2012,Semi-Auto,46539,Hybrid,0,74.0,1.3,9898.27
Vauxhall,Grandland X,2005,Semi-Auto,60280,Diesel,150,43.9,1.5,4203.07
Toyota,RAV4,2011,Manual,41560,Petrol,145,52.0,1.4,13117.26
VW,Polo,2013,Manual,33177,Electric,145,34.4,1.3,12447.24
BMW,X1,2005,Automatic,124708,Electric,145,61.5,1.8,15896.39
Audi,Q2,2008,Manual,73616,Diesel,555,58.2,1.8,14562.7
Toyota,Yaris,2011,Semi-Auto,121413,Electric,145,54.1,1.7,11289.93
Toyota,Prius,2018,Automatic,23274,Petrol,30,63.3,1.4,18908.75
Vauxhall,Astra,2023,Automatic,3862,Electric,30,40.1,1.3,21471.62
Audi,A6,2007,Manual,60504,Petrol,205,53.3,1.0,13046.54
Audi,Q5,2022,Manual,18423,Hybrid,145,48.5,1.2,25246.78
Vauxhall,Crossland X,2023,Automatic,9977,Electric,125,33.8,1.2,20803.71
Audi,Q3,2007,Semi-Auto,71790,Hybrid,150,49.5,1.4,14113.97
Mercedes,GLC Class,2020,Automatic,38254,Diesel,150,36.0,2.8,34387.01
Ford,Puma,2006,Manual,52868,Electric,555,43.2,1.0,4623.08
Skoda,Superb,2020,Manual,9404,Electric,20,63.1,1.1,15683.14
Ford,EcoSport,2010,Manual,44829,Electric,20,63.8,1.9,10505.54
Ford,Focus,2020,Semi-Auto,15145,Hybrid,145,64.0,1.4,18580.49
BMW,4 Series,2012,Semi-Auto,47432,Electric,150,45.1,2.9,25284.47
VW,Touareg,2005,Semi-Auto,74732,Petrol,205,53.3,2.1,7362.43
Skoda,Citigo,2005,Semi-Auto,64713,Hybrid,555,36.6,1.0,2340.71
VW,Golf,2022,Automatic,25528,Hybrid,125,67.9,1.7,22383.18
Audi,A5,2013,Automatic,46414,Hybrid,150,54.5,1.9,22809.83
Mercedes,GLC Class,2005,Semi-Auto,73627,Hybrid,0,56.6,2.4,20080.52
Audi,A5,2008,Semi-Auto,130927,Diesel,145,70.4,2.6,15482.24
Hyundai,Santa Fe,2007,Semi-Auto,83237,Electric,145,39.7,1.7,5248.24
Mercedes,C Class,2006,Automatic,56803,Hybrid,0,61.4,3.0,23994.27
Hyundai,i20,2006,Semi-Auto,63338,Hybrid,150,73.0,1.4,7149.74
Ford,Puma,2006,Manual,60064,Hybrid,0,72.5,1.2,7333.38
Ford,EcoSport,2017,Semi-Auto,45827,Diesel,30,78.2,1.2,13489.35
Hyundai,i30,2017,Semi-Auto,40696,Hybrid,0,79.0,2.0,16315.11
Vauxhall,Grandland X,2023,Manual,31369,Hybrid,0,70.8,1.3,17227.17
Ford,Mondeo,2019,Manual,24913,Diesel,150,41.6,1.0,17647.43
Hyundai,i10,2022,Semi-Auto,24650,Petrol,20,30.8,1.0,17133.96
VW,Golf,2006,Automatic,61530,Electric,0,30.7,2.4,10460.21
Mercedes,GLA Class,2008,Automatic,78321,Petrol,0,66.0,2.3,21286.56
Skoda,Octavia,2021,Semi-Auto,45177,Electric,555,48.2,1.2,16226.54
Vauxhall,Grandland X,2019,Manual,22444,Diesel,150,67.3,1.3,16313.41
Hyundai,Kona,2008,Semi-Auto,82673,Petrol,125,46.9,1.5,7126.73
VW,Touareg,2009,Semi-Auto,56014,Hybrid,20,61.4,2.3,9605.15
VW,T-Cross,2010,Semi-Auto,59766,Hybrid,20,65.9,2.0,13071.65
Skoda,Octavia,2023,Manual,13131,Diesel,205,58.1,1.1,19861.4
Skoda,Kodiaq,2014,Semi-Auto,28635,Electric,150,55.4,1.4,10311.58
Audi,A6,2021,Automatic,9366,Hybrid,150,40.2,2.2,30651.08
Audi,Q7,2023,Manual,37814,Hybrid,0,67.0,1.6,29778.82
Hyundai,i30,2005,Semi-Auto,86799,Electric,150,41.3,1.6,3280.06
Hyundai,i30,2015,Automatic,47616,Petrol,30,47.9,1.9,13699.45
Ford,Puma,2019,Semi-Auto,26548,Hybrid,555,72.6,1.4,16679.07
Vauxhall,Mokka,2016,Automatic,27113,Diesel,20,74.6,1.4,15367.13
Ford,Focus,2021,Semi-Auto,7862,Diesel,125,68.1,1.9,19368.8
Vauxhall,Grandland X,2020,Automatic,10198,Petrol,145,27.8,1.0,17832.52
Skoda,Octavia,2014,Automatic,43184,Hybrid,555,68.2,1.6,13063.68
Mercedes,GLC Class,2008,Semi-Auto,55993,Electric,150,55.5,1.5,17367.59
Toyota,Land Cruiser,2020,Manual,64023,Diesel,150,61.4,1.5,20428.32
Audi,A4,2019,Semi-Auto,13129,Electric,0,58.0,1.5,26761.47
Toyota,Corolla,2008,Manual,77581,Diesel,205,65.6,1.7,10274.03
Skoda,Fabia,2007,Semi-Auto,52067,Hybrid,125,66.2,1.9,9132.17
Mercedes,A Class,2020,Automatic,10760,Petrol,150,37.7,1.4,29725.23
Skoda,Kamiq,2012,Semi-Auto,66411,Hybrid,150,78.4,1.4,11731.32
Toyota,Prius,2010,Manual,41112,Electric,125,68.0,2.5,15773.69
Hyundai,i30,2020,Automatic,34299,Electric,150,27.4,1.4,18015.58
Audi,A6,2023,Manual,849,Petrol,0,59.2,2.0,31360.51
Mercedes,B Class,2007,Semi-Auto,48467,Petrol,555,39.8,1.9,18470.84
VW,T-Cross,2010,Manual,55346,Electric,205,35.0,1.9,10298.79
Audi,A5,2007,Automatic,97862,Electric,150,50.9,1.1,14844.32
Audi,A3,2006,Semi-Auto,51004,Hybrid,20,59.8,2.6,16753.9
BMW,2 Series,2016,Manual,24690,Diesel,0,53.3,1.6,24058.43
Audi,A5,2012,Automatic,88764,Diesel,555,54.5,2.9,25054.4
Audi,A4,2005,Automatic,56614,Diesel,30,63.6,2.1,14042.51
BMW,4 Series,2021,Semi-Auto,46789,Hybrid,20,55.2,2.9,31302.52
Toyota,Prius,2019,Semi-Auto,30574,Electric,30,64.7,1.4,20099.52
Audi,Q7,2012,Semi-Auto,34926,Petrol,205,33.4,1.4,21427.73
Toyota,Corolla,2020,Semi-Auto,20776,Diesel,145,53.6,2.1,21571.08
Audi,A6,2019,Automatic,12062,Diesel,555,69.4,2.5,29386.17
Toyota,C-HR,2012,Semi-Auto,40234,Hybrid,555,65.7,1.8,14382.03
Vauxhall,Mokka,2013,Automatic,52609,Diesel,20,58.7,1.3,9753.74
Mercedes,C Class,2017,Automatic,59509,Diesel,150,60.6,3.0,30216.07
Hyundai,i10,2015,Semi-Auto,29847,Electric,125,54.4,1.4,13998.22
Mercedes,A Class,2009,Automatic,50036,Electric,0,51.3,2.6,24442.71
VW,Tiguan,2017,Semi-Auto,29601,Electric,20,55.0,1.6,14852.56
BMW,3 Series,2009,Automatic,56366,Diesel,30,69.7,1.9,19714.78
Mercedes,E Class,2022,Semi-Auto,8788,Diesel,555,37.4,1.6,33948.52
Hyundai,i20,2020,Automatic,12635,Hybrid,20,52.4,1.1,19071.35
Hyundai,Kona,2018,Semi-Auto,43269,Hybrid,150,79.5,1.7,15385.49
Vauxhall,Grandland X,2012,Manual,54986,Hybrid,205,49.8,1.8,10618.66
Skoda,Karoq,2019,Automatic,28911,Electric,150,55.0,1.7,16598.79
Vauxhall,Grandland X,2017,Automatic,31243,Petrol,20,40.9,1.1,13151.08
Ford,Puma,2020,Automatic,25669,Electric,145,36.5,1.3,21758.53
Hyundai,Tucson,2012,Manual,58140,Electric,145,43.5,1.0,8617.48
Toyota,Corolla,2011,Semi-Auto,38921,Hybrid,30,37.8,1.3,11058.58
BMW,X3,2019,Semi-Auto,13379,Electric,30,63.9,2.6,30708.93
Audi,A5,2015,Manual,28121,Petrol,0,48.7,2.1,22640.9
Skoda,Superb,2016,Automatic,34285,Petrol,150,39.2,1.2,12348.52
Audi,Q7,2007,Automatic,66492,Hybrid,30,76.1,3.0,21549.46
VW,Touareg,2020,Semi-Auto,16479,Electric,555,34.2,2.1,18108.37
Audi,A6,2009,Manual,48945,Diesel,0,35.1,2.1,18390.22
VW,Tiguan,2007,Automatic,48679,Electric,30,41.4,1.1,7482.53
BMW,5 Series,2016,Semi-Auto,28864,Hybrid,150,69.5,2.4,29204.66
Audi,Q2,2009,Semi-Auto,54739,Petrol,205,40.8,2.4,18156.19
BMW,2 Series,2014,Manual,65990,Hybrid,125,57.7,2.9,25992.89
Audi,A6,2005,Automatic,99559,Electric,150,65.4,2.0,14416.86
BMW,4 Series,2006,Semi-Auto,55896,Petrol,30,58.8,1.5,16927.25
BMW,X3,2022,Automatic,12356,Electric,125,61.2,1.9,31215.74
Vauxhall,Corsa,2014,Semi-Auto,45692,Diesel,145,42.0,2.0,11570.32
Hyundai,i10,2009,Semi-Auto,54949,Hybrid,205,38.9,1.2,7824.66
Toyota,C-HR,2016,Semi-Auto,49499,Petrol,20,34.1,1.3,16012.08
Toyota,Corolla,2015,Automatic,67444,Petrol,555,31.5,1.6,15887.68
Skoda,Octavia,2015,Manual,32089,Electric,0,31.2,1.5,13019.27
Hyundai,Tucson,2020,Automatic,22991,Petrol,20,57.6,1.1,16945.32
Audi,A1,2016,Automatic,27027,Electric,0,26.9,2.1,24357.83
Skoda,Superb,2007,Manual,51897,Diesel,205,58.5,1.1,6008.99
Vauxhall,Insignia,2011,Manual,58309,Diesel,125,70.8,1.4,9695.84
Hyundai,i10,2016,Semi-Auto,21107,Hybrid,20,66.5,1.7,15370.87
Toyota,Corolla,2020,Manual,17455,Electric,20,33.5,1.9,21722.28
VW,Golf,2006,Manual,95820,Hybrid,205,65.8,1.3,6379.77
VW,Touareg,2015,Automatic,26101,Hybrid,30,60.8,2.1,15795.32
Audi,A6,2007,Automatic,99009,Petrol,0,38.7,1.6,13929.54
Skoda,Citigo,2006,Automatic,67334,Diesel,150,52.6,1.2,4855.76
Hyundai,i20,2018,Manual,43886,Diesel,150,56.7,1.0,12283.08
Mercedes,B Class,2019,Automatic,12018,Petrol,145,61.9,1.3,31259.96
BMW,X3,2013,Manual,58306,Electric,30,26.5,2.9,25387.56
BMW,X5,2005,Automatic,64547,Hybrid,30,40.0,2.2,17255.99
Skoda,Karoq,2010,Automatic,53886,Diesel,555,76.4,1.9,8286.23
BMW,X5,2022,Semi-Auto,32850,Electric,555,45.4,2.3,29912.1
Skoda,Citigo,2016,Automatic,35963,Petrol,125,58.3,1.5,13968.4
Audi,A3,2006,Automatic,51769,Hybrid,20,75.2,2.4,17078.52
Toyota,RAV4,2022,Manual,20502,Diesel,125,38.3,2.1,22324.91
Toyota,Corolla,2020,Manual,30216,Hybrid,150,36.9,2.1,20544.75
Mercedes,C Class,2009,Automatic,64864,Hybrid,150,76.9,2.3,23939.24
Vauxhall,Corsa,2020,Semi-Auto,53896,Hybrid,30,46.7,1.0,16369.5
Audi,Q5,2022,Automatic,58084,Hybrid,30,64.4,1.9,29750.31
Vauxhall,Corsa,2023,Automatic,7240,Diesel,205,69.2,1.4,22243.47
BMW,2 Series,2022,Semi-Auto,84426,Petrol,125,26.2,2.6,28920.56
Toyota,Prius,2005,Automatic,65673,Petrol,0,63.0,1.9,8485.4
VW,Polo,2019,Manual,13170,Petrol,555,69.8,2.3,21320.8
Toyota,Land Cruiser,2010,Automatic,55281,Petrol,555,63.0,1.5,12970.58
Vauxhall,Crossland X,2020,Manual,30330,Petrol,30,51.5,1.3,15367.35
Toyota,RAV4,2009,Manual,60951,Petrol,205,44.2,1.8,10793.54
Mercedes,E Class,2005,Semi-Auto,79187,Electric,150,39.3,1.6,18193.53
Toyota,Land Cruiser,2023,Automatic,5149,Petrol,30,61.8,2.5,26370.31
Audi,Q2,2008,Manual,50001,Hybrid,555,73.5,1.8,16722.59
Mercedes,GLC Class,2021,Automatic,43547,Diesel,150,37.2,1.9,30683.65
BMW,X3,2019,Automatic,47194,Hybrid,205,67.5,2.8,33015.71
Vauxhall,Astra,2016,Automatic,46517,Petrol,555,57.9,1.6,12129.17
Vauxhall,Mokka,2021,Semi-Auto,11520,Hybrid,150,62.3,1.5,18393.57
Skoda,Karoq,2022,Semi-Auto,11242,Diesel,555,51.8,1.5,19720.5
BMW,3 Series,2016,Manual,45282,Petrol,0,52.5,2.8,26742.06
Toyota,Corolla,2018,Automatic,29344,Petrol,20,61.4,1.2,17945.87
BMW,X3,2023,Automatic,7702,Diesel,0,45.8,1.8,32015.52
Hyundai,Santa Fe,2007,Manual,48728,Electric,205,26.8,1.6,4662.68
VW,Golf,2021,Automatic,30376,Electric,150,35.6,1.6,19460.61
Ford,Puma,2010,Manual,42767,Diesel,555,47.5,1.6,9720.69
Mercedes,E Class,2021,Manual,8163,Petrol,125,32.1,1.6,30159.86
Mercedes,GLC Class,2016,Manual,49071,Electric,30,68.8,1.7,27507.75
Ford,EcoSport,2012,Manual,33414,Electric,150,48.0,1.6,12188.6
Audi,A5,2023,Automatic,25354,Hybrid,555,71.5,2.4,32030.89
Skoda,Kodiaq,2006,Semi-Auto,52515,Hybrid,555,66.2,2.0,7275.93
Vauxhall,Grandland X,2007,Semi-Auto,85518,Hybrid,145,76.2,1.2,6016.65
Hyundai,i30,2015,Manual,42362,Hybrid,20,76.6,1.2,13359.75
BMW,X1,2020,Semi-Auto,21335,Petrol,555,31.3,2.8,29316.85
Ford,Fiesta,2013,Automatic,30805,Petrol,150,33.5,1.7,14372.98
Vauxhall,Insignia,2016,Semi-Auto,37123,Diesel,125,46.5,1.9,16244.69
BMW,X3,2022,Semi-Auto,3647,Electric,150,61.3,3.0,35389.48
Skoda,Citigo,2017,Automatic,28136,Hybrid,145,76.5,1.2,16081.53
Mercedes,A Class,2006,Automatic,70612,Petrol,555,31.6,1.3,18293.26
Vauxhall,Mokka,2011,Semi-Auto,50649,Hybrid,0,41.8,1.8,9936.39
BMW,2 Series,2021,Automatic,45031,Electric,20,67.2,2.4,33134.9
Hyundai,i20,2023,Manual,5494,Hybrid,125,77.9,1.4,20373.21
VW,T-Cross,2021,Automatic,12576,Petrol,555,39.6,1.2,18481.04
Audi,A5,2014,Semi-Auto,32273,Hybrid,205,63.9,1.8,21719.18
Mercedes,GLC Class,2010,Semi-Auto,85333,Diesel,150,77.3,1.8,22096.57
Mercedes,E Class,2010,Manual,58148,Diesel,150,72.4,2.9,26759.41
Mercedes,E Class,2010,Manual,51861,Diesel,20,35.2,2.3,23756.46
Vauxhall,Astra,2014,Manual,29684,Hybrid,150,76.1,1.4,11956.17
Mercedes,E Class,2006,Automatic,61841,Petrol,125,60.8,2.0,20337.91
VW,Touareg,2007,Manual,60236,Electric,20,59.8,1.9,6343.0
Toyota,Yaris,2015,Manual,38633,Petrol,20,59.3,1.4,15770.11
Ford,Fiesta,2010,Manual,44552,Hybrid,205,56.9,1.6,8597.65
BMW,X3,2021,Manual,10074,Hybrid,20,64.9,2.2,33855.53
VW,Passat,2015,Semi-Auto,50009,Petrol,205,55.3,1.3,12684.83
Toyota,Corolla,2005,Manual,76746,Hybrid,20,61.9,2.5,6598.51
Skoda,Superb,2015,Automatic,33430,Petrol,150,52.6,1.4,13436.68
Vauxhall,Grandland X,2010,Automatic,59435,Petrol,145,33.0,1.7,9994.88
Ford,Focus,2007,Automatic,89541,Petrol,145,29.6,1.6,6380.33
Ford,EcoSport,2023,Automatic,3740,Hybrid,145,48.1,1.5,22491.89
Audi,A3,2011,Automatic,43168,Hybrid,125,52.9,2.4,20545.19
BMW,5 Series,2010,Semi-Auto,39374,Hybrid,30,75.8,1.7,20630.28
Audi,A3,2019,Semi-Auto,64980,Petrol,145,52.9,1.3,24132.32
Mercedes,E Class,2021,Automatic,31276,Electric,20,53.1,2.0,32192.3
VW,Golf,2019,Manual,17336,Petrol,150,42.4,1.4,18810.68
BMW,X3,2014,Semi-Auto,41732,Petrol,125,68.5,3.0,26465.39
Ford,Mondeo,2008,Automatic,52756,Petrol,0,29.4,1.9,7974.71
VW,T-Cross,2009,Manual,45478,Petrol,30,62.3,1.5,10790.83
Hyundai,i30,2010,Automatic,42659,Hybrid,30,78.8,1.9,10682.08
Ford,Mondeo,2013,Semi-Auto,30577,Diesel,20,56.4,1.9,13794.76
Hyundai,Ioniq,2010,Manual,47045,Diesel,145,77.2,1.3,8828.05
Ford,Focus,2022,Semi-Auto,5526,Electric,555,61.6,1.8,22420.04
Toyota,Aygo,2014,Manual,57655,Diesel,555,63.6,2.0,16158.12
Toyota,Land Cruiser,2017,Semi-Auto,37484,Hybrid,555,59.3,1.1,17126.4
Vauxhall,Astra,2007,Manual,49913,Electric,145,33.0,1.7,3137.78
Audi,A1,2012,Manual,55722,Petrol,20,41.7,2.8,23951.7
Audi,Q5,2009,Semi-Auto,73251,Electric,145,31.2,2.6,18517.59
Ford,Puma,2016,Semi-Auto,25306,Petrol,125,61.5,1.4,15094.77
Ford,Puma,2018,Automatic,23027,Diesel,30,49.4,1.6,15729.64
Hyundai,Kona,2008,Automatic,84395,Diesel,125,58.0,1.8,9412.89
Toyota,Land Cruiser,2011,Automatic,53379,Diesel,205,55.7,2.2,14820.31
VW,Polo,2020,Automatic,38664,Petrol,125,54.3,1.4,20738.03
Skoda,Superb,2012,Manual,39419,Hybrid,20,38.2,1.6,10073.25
Toyota,Land Cruiser,2023,Automatic,15797,Diesel,150,64.3,2.0,25302.65
Hyundai,i30,2019,Automatic,19659,Petrol,0,61.7,1.3,15529.79
Vauxhall,Crossland X,2016,Manual,27204,Hybrid,205,64.6,1.6,14814.39
Hyundai,Ioniq,2016,Semi-Auto,21236,Electric,205,56.7,1.5,14037.09
Ford,Galaxy,2007,Manual,65729,Petrol,150,66.0,1.8,9004.99
BMW,5 Series,2022,Semi-Auto,4754,Hybrid,150,42.7,1.9,31093.23
Skoda,Octavia,2008,Manual,67884,Diesel,20,68.4,1.7,9144.77
Skoda,Octavia,2008,Automatic,102061,Electric,20,56.0,1.2,7587.44
BMW,1 Series,2018,Semi-Auto,49642,Hybrid,205,65.3,2.0,27425.47
Hyundai,Tucson,2016,Automatic,31148,Petrol,0,40.1,1.9,14717.41
Mercedes,A Class,2020,Manual,16425,Electric,30,65.8,2.8,31480.74
Hyundai,i30,2009,Semi-Auto,53324,Electric,555,60.4,1.8,7419.51
Audi,A5,2010,Manual,116515,Petrol,20,28.6,1.3,17000.47
VW,Touareg,2023,Manual,35460,Hybrid,555,48.8,2.4,22954.93
Skoda,Fabia,2008,Manual,53940,Diesel,205,49.3,1.4,4548.48
Hyundai,Ioniq,2020,Manual,18391,Petrol,125,52.3,1.1,14589.15
Hyundai,i10,2005,Automatic,105946,Electric,205,35.8,1.2,2288.62
Skoda,Kodiaq,2023,Semi-Auto,2077,Petrol,20,61.6,1.0,18661.11
VW,Touareg,2005,Manual,73304,Electric,20,67.8,1.4,6022.17
Audi,A1,2009,Manual,42144,Diesel,0,66.8,1.6,16149.5
VW,Polo,2019,Manual,19613,Diesel,20,78.8,1.8,19856.73
Toyota,Land Cruiser,2022,Semi-Auto,79580,Electric,30,53.5,2.0,23847.44
BMW,5 Series,2023,Automatic,41445,Electric,125,63.4,2.8,34148.73
Ford,Fiesta,2013,Manual,67367,Hybrid,125,46.5,1.7,11465.88
Mercedes,C Class,2009,Manual,90435,Petrol,0,28.0,2.0,19683.92
Audi,A6,2017,Manual,141461,Petrol,125,38.2,1.0,18811.61
BMW,4 Series,2015,Semi-Auto,29983,Hybrid,145,55.5,2.9,28177.29
Ford,Fiesta,2020,Manual,14375,Diesel,150,61.9,1.7,19584.44
Toyota,Prius,2019,Manual,59775,Petrol,20,60.8,1.7,19201.1
VW,Touareg,2022,Automatic,18190,Electric,555,65.8,2.1,23621.55
Vauxhall,Crossland X,2020,Automatic,21997,Electric,125,63.9,1.9,19980.9
VW,T-Roc,2019,Automatic,16234,Petrol,20,34.6,1.2,17175.8
VW,Tiguan,2012,Automatic,49096,Electric,0,61.0,2.0,13964.08
Mercedes,GLA Class,2020,Manual,14298,Petrol,145,30.3,1.8,28801.67
